word,synonyms
Célia,"['1122', 'Csilla', 'Zéta', 'Filemon', 'Cicelle', 'Célia', 'Cecília']"
mindenkor,"['mindig', 'esetben', 'minden esetben', 'mindenkor', 'minden alkalommal', 'minden időben']"
férfi,"['férfi', 'ember', 'fiú', 'fiatalember', 'kisfiú', 'legény']"
Józsiás,"['0706', 'Tamás', 'Csaba', 'Mária', 'Gyárfás', 'Tankréd', 'Felícia', 'Izaiás', 'Atalanta', 'Józsiás', 'Dominika', 'Jávor', 'Ézsaiás', 'Járfás', 'Jósiás']"
Magdó,"['0722', 'Mária', 'Magda', 'Magdó', 'Levendula', 'Médi', 'Magdaléna', 'Lipót', 'Léna', 'Marica', 'Platon', 'Lenke', 'Magdolna']"
elválasztójel,"['\xad', 'elválasztójel', 'feltételes elválasztójel']"
lankadatlan,"['állandó', 'folyamatos', 'örökös', 'szakadatlan', 'folytonos', 'lankadatlan', 'szünet nélküli', 'szüntelen']"
Petur,"['0317', 'József', 'Pedró', 'Jozefin', 'Páris', 'Patrik', 'Gertrúd', 'Petúr', 'Jozefa', 'Petur']"
Lídia,"['0803', 'István', 'Kim', 'Teréz', 'Harmat', 'Teréza', 'Tereza', 'Stefán', 'Terka', 'Lídia', 'Terézia', 'Tea', 'Teri', 'Kíra', 'Ágost', 'Hermina']"
Alida,"['0617', 'Teréz', 'Bató', 'Alina', 'Teréza', 'Tereza', 'Alida', 'Terka', 'Terézia', 'Lauretta', 'Teri', 'Batu', 'Adolf', 'Laura', 'Teofil']"
aprócska,"['pici', 'kis', 'kevés', 'apró', 'kicsiny', 'kicsinyke', 'csöppnyi', 'aprócska', 'picike']"
"-ról, -ről","['által', 'keresztül', 'révén', 'útján', 'ról, ről', 'tól, től']"
Euridiké,"['1001', 'Teréz', 'Diké', 'Rémusz', 'Ludovika', 'Teréza', 'Tereza', 'Malvin', 'Remig', 'Terka', 'Euridiké', 'Terézia', 'Bazsó', 'Teri', 'Rómeó']"
Örs,"['1116', 'Péter', 'Ágnes', 'Margit', 'Pető', 'Örs', 'Edmond', 'Gertrúd', 'Alfréd', 'Ödön']"
Arabella,"['0807', 'Ibolya', 'Albert', 'Uránia', 'Kötöny', 'Ulrik', 'Áfra', 'Afrodité', 'Donát', 'Arabella', 'Donatella', 'Kajetán', 'Vénusz']"
Cirill,"['0717', 'Róbert', 'Mária', 'Endre', 'Szabolcs', 'Elek', 'Bánk', 'Zoárd', 'Magdó', 'Szegfű', 'Zobor', 'Robin', 'Leó', 'Ruszalka', 'Szórád', 'Ond', 'Sarolta', 'Kirill', 'Magdaléna', 'Ruszlán', 'Ajándék', 'Lotti', 'Lionel', 'Leon', 'Cirill', 'Magdolna']"
dolgozó,"['dolgozó', 'alkalmazott', 'munkaerő', 'munkavállaló', 'mester', 'munkás', 'szakmunkás', 'beosztott']"
uniós,"['uniós', 'európai', 'közösségi', 'európai uniós', 'EUs', 'páneurópai', 'összeurópai']"
gyakorta,"['általában', 'esetben', 'mindig', 'gyakran', 'sokszor', 'többnyire', 'rendszeresen', 'sok esetben', 'rendszerint', 'gyakorta']"
Σ,"['ς', 'görög betű gyűjtőfogalom', 'Σ nagybetű', 'szóvégi szigma', 'szigma']"
múltkor,"['tegnap', 'előző nap', 'múltkor', 'elmúlt nap']"
Hilda,"['1117', 'György', 'Gergely', 'Ildikó', 'Viktória', 'Gerő', 'Hilda', 'Viki', 'Hortenzia', 'Zágon', 'Ede', 'Gertrúd', 'Gergő', 'Zakeus', 'Dienes', 'Szalóme', 'Györke', 'Györe', 'Ében']"
ezrelék,"['százalék', 'arány', 'rész', 'részesedés', 'százalékpont', 'ezrelék']"
Tánya,"['0422', 'Kelemen', 'Csilla', 'Noémi', 'Noé', 'Szemirámisz', 'Tatjána', 'Kelen', 'Tánya']"
Denver,"['0701', 'Gyula', 'Anna', 'Tihamér', 'Annamária', 'Denver', 'Előd', 'Annamari', 'Olivér', 'Annabella', 'Dévald', 'Áron', 'Tibold', 'Detre', 'Lévi']"
éppen,"['éppen', 'alig', 'épp', 'éppen hogy', 'éppenséggel', 'épp hogy']"
vonatkozásában,"['esetében', 'tekintettel', 'vonatkozóan', 'vonatkozásában', 'illetőleg', 'vonatkozólag']"
folyamatosan,"['folyamatosan', 'lépésről lépésre', 'szünet nélkül', 'nonstop']"
máskülönben,"['egyébként', 'másként', 'különben', 'másképp', 'ellenkező esetben', 'másképpen', 'egyébiránt', 'máskülönben']"
mégpedig,"['és', 'meg', 'pedig', 'de', 's', 'illetve', 'valamint', 'továbbá', 'egyúttal', 'plusz', 'aztán', 'mégpedig', 'ezzel együtt']"
kereszt,"['‡', 'jel', 'hivatkozás', 'kereszt', 'kettőskereszt']"
Oszkár,"['1201', 'Erzsébet', 'Arnold', 'Bonnie', 'Ede', 'Bianka', 'Elza', 'Arnót', 'Uros', 'Blanka', 'Oszkár', 'Natasa', 'Natália', 'Ében']"
Hanga,"['0831', 'Erika', 'Ramóna', 'Hanga', 'Amina', 'Arisztid', 'Móna', 'Aida', 'Bella', 'Rajmund', 'Izabella']"
Orlandó,"['0915', 'Katalin', 'Mária', 'Borisz', 'Roland', 'Loránd', 'Lóránt', 'Enikő', 'Hetény', 'Kató', 'Debóra', 'Bogáta', 'Töhötöm', 'Lola', 'Melitta', 'Katerina', 'Bogát', 'Katarina', 'Orlandó', 'Lolita']"
stb.,"['stb', 'és így tovább', 'és a többi', 's a többi']"
következtében,"['azért', 'következtében', 'amiatt']"
nagyon sok,"['rengeteg', 'sok', 'számtalan', 'nagyon sok', 'tömérdek', 'temérdek']"
korlátolt felelősségű társaság,"['kft', 'korlátolt felelősségű társaság']"
Jusztusz,"['1110', 'András', 'Tünde', 'André', 'Ariel', 'Réka', 'Jusztusz', 'Rusztem', 'Nimfa']"
Margita,"['1017', 'Margit', 'Rudolf', 'Salamon', 'Rezső', 'Salvador', 'Hédi', 'Ignác', 'Leó', 'Kont', 'Rolf', 'Alajos', 'Lionel', 'Zolna', 'Hedvig', 'Margitta', 'Leon', 'Margita', 'Mályva']"
Dalia,"['0627', 'László', 'Deli', 'Dalton', 'Olga', 'Ulászló', 'Sámson', 'Dalia', 'Tordas', 'Eufémia', 'Torda']"
Bíbor,"['0406', 'Vilmos', 'Dénes', 'Atlasz', 'Bíborka', 'Szellő', 'Dienes', 'Celesztin', 'Ruben', 'Balzsam', 'Taksony', 'Viliam', 'Bíbor']"
hibátlan,"['kiváló', 'jó', 'kiemelkedő', 'kitűnő', 'remek', 'tökéletes', 'hibátlan', 'kifogástalan']"
Aura,"['1202', 'Dénes', 'Melinda', 'Gyenes', 'Aranka', 'Vivien', 'Szilvánusz', 'Dienes', 'Aurél', 'Aurélia', 'Aura']"
Uriás,"['0114', 'Uriás', 'Laurent', 'Félix', 'Malakiás', 'Oresztész', 'Ámos', 'Ámon', 'Bódog', 'Uriel', 'Uros', 'Orion', 'Larion', 'Edömér', 'Vidor']"
esztendő,"['év', 'esztendő', 'tizenkét hónap']"
Tünde,"['1110', 'András', 'Tünde', 'André', 'Ariel', 'Réka', 'Jusztusz', 'Rusztem', 'Nimfa']"
Borsa,"['0311', 'Szilárd', 'Aladár', 'Teréz', 'Borostyán', 'Konstantin', 'Ulrik', 'Teréza', 'Tereza', 'Riza', 'Kadosa', 'Bors', 'Bendegúz', 'Terka', 'Terézia', 'Teri', 'Tera', 'Kadocsa', 'Tímea', 'Borbolya', 'Borsa']"
Holló,"['0204', 'András', 'Róbert', 'Andrea', 'Gabriella', 'André', 'Ráhel', 'Androméda', 'Gilbert', 'Robin', 'Bereniké', 'Veronika', 'Janka', 'Kada', 'Csenge', 'Ormos', 'Ráchel', 'Veronka', 'Csengele', 'Verona', 'Veron', 'Johanna', 'Holló', 'Rákhel']"
Móric,"['1204', 'Péter', 'Pető', 'Barbara', 'Borbála', 'Biri', 'Bóra', 'Ciklámen', 'Bonnie', 'Boris', 'Ada', 'Reginald', 'Hágár', 'Bori', 'Bora', 'Móric', 'Mór', 'Boriska', 'Borka', 'Boróka']"
Gordon,"['0510', 'Gordon', 'Antónia', 'Jávorka', 'Pálma', 'Ármin', 'Csörsz', 'Armand', 'Filadelfia', 'Joáb', 'Gardénia', 'Miranda', 'Jázmin', 'Csikó', 'Jób']"
Mikeás,"['0814', 'Bere', 'Atanáz', 'Marcell', 'Özséb', 'Menyhért', 'Menta', 'Marsall', 'Misa', 'Mikeás']"
Hajnal,"['1004', 'Ferenc', 'Fodor', 'Frank', 'Arany', 'Hajnal', 'Aranka', 'Bodor', 'Auróra', 'Zóra', 'Hajnalka', 'Ámon', 'Golda', 'Latinka', 'Aurélia', 'Zorka', 'Gyémánt', 'Edvin']"
bontatlan,"['érintetlen', 'új', 'szűz', 'felbontatlan', 'bontatlan', 'használatlan']"
Gyöngyi,"['1023', 'János', 'Gyöngyi', 'Szörény', 'Zaránd', 'Gyöngyike', 'Zerind', 'Ignác', 'Koppány', 'Gyöngyvér', 'Stefánia', 'Stefi', 'Odett', 'Kapisztrán', 'Odil']"
figura,"['alak', 'szereplő', 'főszereplő', 'figura']"
Linda,"['0213', 'Katalin', 'Gergely', 'Levente', 'Katrina', 'Gerő', 'Ella', 'Linda', 'Katica', 'Kató', 'Maura', 'Leila', 'Katerina', 'Katarina', 'Katinka', 'Jordán']"
Rebeka,"['0902', 'István', 'Fodor', 'Axel', 'Margit', 'Teodóra', 'Ella', 'Inka', 'Stefán', 'Renátó', 'Csépán', 'René', 'Töhötöm', 'Absolon', 'Bogdán', 'Teodor', 'Ted', 'Dorina', 'Kasszandra', 'Rebeka']"
Anett,"['0726', 'Anna', 'Anikó', 'Anita', 'Tádé', 'Joakim', 'Nina', 'Anni', 'Panni', 'Panna', 'Anettka', 'Anett', 'Anka', 'Panka', 'Joachim']"
és a többi,"['stb', 'és így tovább', 'és a többi', 's a többi']"
Szonja,"['0515', 'János', 'Szófia', 'Rupert', 'Zsófia', 'Szonja', 'Upor', 'Médea', 'Zsófi', 'Izidor', 'Izsák', 'Szofi']"
Bars,"['0728', 'Viktor', 'Szabolcs', 'Győző', 'Botond', 'Bars', 'Alina', 'Ince', 'Ada', 'Szeréna', 'Szerénke', 'Szatmár']"
kereskedelmi,"['piaci', 'gazdasági', 'kereskedelmi']"
hájas,"['kövér', 'hízott', 'nagy darab', 'elhízott', 'hájas', 'dagadt', 'testes', 'molett']"
Lola,"['0915', 'Katalin', 'Mária', 'Borisz', 'Roland', 'Loránd', 'Lóránt', 'Enikő', 'Hetény', 'Kató', 'Debóra', 'Bogáta', 'Töhötöm', 'Lola', 'Melitta', 'Katerina', 'Bogát', 'Katarina', 'Orlandó', 'Lolita']"
Apród,"['1228', 'Gáspár', 'Kamilla', 'Ince', 'Apród', 'Ármin', 'Tódor', 'Teodor', 'Gazsó', 'Apor']"
Zója,"['0705', 'Antal', 'Vilmos', 'Emese', 'Zoé', 'Zója', 'Sarolt', 'Antos', 'Anton', 'Sarolta', 'Toni', 'Metód', 'Viliam']"
Jónás,"['1120', 'Zoltán', 'Zsolt', 'Amália', 'Amál', 'Edmond', 'Jolán', 'Félix', 'Bódog', 'Jónás', 'Ödön', 'Brendon']"
kettőspont,"[':', 'kettőspont']"
kifejlett,"['kifejlett', 'nagy', 'imágó', 'szaporodóképes', 'nemileg érett', 'ivarérett']"
Jordán,"['0215', 'György', 'Georgina', 'Kolozs', 'Györgyike', 'Gina', 'Kenese', 'Györgyi', 'Alfréd', 'Györke', 'Fausztina', 'Szigfrid', 'Györe', 'Kolos', 'Jordán']"
során,"['alatt', 'során', 'közben', 'folyamán']"
Arion,"['0203', 'Balázs', 'Izrael', 'Csinszka', 'Oszkár', 'Oszlár', 'Arion']"
Tűzvirág,"['1124', 'János', 'Virág', 'Kurszán', 'Tűzvirág', 'Emmi', 'Emma', 'Flóra']"
alábbi,"['következő', 'új', 'jövő', 'utóbbi', 'másik', 'majdani', 'alábbi', 'azt követő']"
ijesztő,"['aggasztó', 'furcsa', 'riasztó', 'félelmetes', 'ijesztő']"
így van,"['igen', 'szó', 'persze', 'természetesen', 'pontosan', 'csakis', 'így van', 'úgy van']"
éves,"['éves', 'évi', 'esztendős', 'egész évi', 'tizenkét hónapos']"
Júda,"['0901', 'Farkas', 'Gedeon', 'Egyed', 'Glenn', 'Júda', 'Noémi', 'Kende', 'Ignác', 'Tamara', 'Gilda', 'Kurd', 'Gida', 'Józsué', 'Gede', 'Zádor', 'Egon', 'Artúr', 'Fajsz', 'Bella', 'Józsa', 'Józsua', 'Gedő', 'Izabella', 'Kund']"
hiányzik,"['nincs', 'hiányzik', 'nem létezik', 'nem áll fenn', 'nem áll rendelkezésre']"
Délibáb,"['1224', 'Éva', 'Ádám', 'Ervin', 'Evita', 'Vica', 'Léda', 'Noémi', 'Délibáb', 'Noé', 'Adél', 'Iringó', 'Hermina']"
szóval,"['azaz', 'vagyis', 'tulajdonképpen', 'avagy', 'másként', 'pontosabban', 'szóval', 'helyesebben', 'jobban mondva', 'más szóval', 'arról van szó']"
kövér,"['kövér', 'hízott', 'nagy darab', 'elhízott', 'hájas', 'dagadt', 'testes', 'molett']"
kellemes,"['szép', 'jó', 'vonzó', 'helyes', 'kellemes', 'gyönyörű', 'csinos', 'jóképű', 'bájos', 'megnyerő']"
holott,"['pedig', 'bár', 'noha', 'jóllehet', 'holott', 'ámbár']"
Vászoly,"['0102', 'Gergely', 'Ákos', 'Ábel', 'Gerő', 'Fáni', 'Makár', 'Fanni', 'Stefánia', 'Bodó', 'Stefi', 'Acsád', 'Odiló', 'Bazsó', 'Bazil', 'Vászoly', 'Bertold']"
Via,"['1213', 'Edda', 'Luca', 'Kenese', 'Oresztész', 'Elza', 'Lúcia', 'Otília', 'Via', 'Tilia']"
Vid,"['0615', 'Ábrahám', 'Bod', 'Jolán', 'Szenta', 'Zoé', 'Zója', 'Vitus', 'Violetta', 'Bernárd', 'Izolda', 'Bernát', 'Gibárt', 'Vid', 'Via', 'Vidos', 'Vida', 'Ibrahim', 'Jolánta', 'Viola']"
valamint,"['és', 'meg', 'pedig', 'de', 's', 'illetve', 'valamint', 'továbbá', 'egyúttal', 'plusz', 'aztán', 'mégpedig', 'ezzel együtt']"
Titánia,"['0211', 'Mária', 'Dezső', 'Elek', 'Titánia', 'Paszkál', 'Marietta', 'Teodóra', 'Marinka', 'Marion', 'Mariska', 'Mari', 'Manyi', 'Bertold']"
Szibilla,"['1009', 'Günter', 'Dénes', 'Elemér', 'Ábrahám', 'Andor', 'Szibilla', 'Dienes', 'Ábrám', 'Sári', 'Sára', 'Ibrány', 'Ábris', 'Rusztem', 'Ibrahim']"
Fidél,"['0424', 'György', 'Simon', 'Bónis', 'Kardos', 'Vata', 'Boján', 'Bojtorján', 'Bonifác', 'Györgyike', 'Györgyi', 'Egmont', 'Debóra', 'Györke', 'Nefelejcs', 'Becse', 'Fidél', 'Egon', 'Sába', 'Gaszton', 'Hümér', 'Gyöngyvirág', 'Kászon', 'Melitta', 'Vajta', 'Györe', 'Bojta', 'Baján', 'Sebő', 'Sion', 'Hunor']"
Ráhel,"['1024', 'Herald', 'Salamon', 'Salvador', 'Ráhel', 'Ráfis', 'Gilbert', 'Rafael', 'Gilgames', 'Ráchel', 'Harald', 'Rákhel', 'Herold']"
Zebulon,"['0805', 'Mária', 'Krisztina', 'Ábel', 'Kriszta', 'Emőd', 'Krisztin', 'Manon', 'Páris', 'Áfra', 'Hófehérke', 'Afrodité', 'Hargita', 'Őzike', 'Oszvald', 'Zebulon']"
állami,"['állami', 'szociális', 'közigazgatási', 'államigazgatási']"
viszonyítva,"['képest', 'ellenére', 'viszonyítva', 'mérten']"
soha,"['nem', 'ugyan', 'egyáltalán nem', 'soha', 'semmiképpen', 'semmiképpen sem', 'ellenkezőleg', 'semmiképpen nem', 'semmilyen módon', 'szó sincs róla', 'dehogy']"
védett márka,"['®', 'márka', 'jel', 'jogvédett', 'védett márka', 'védettmárkajel']"
Jakab,"['1128', 'Jakab', 'Jákó', 'Jakus', 'Stefánia', 'Stefi', 'Trisztán', 'Szókratész', 'Jákob']"
Minka,"['0413', 'Béla', 'Martin', 'Martos', 'Ida', 'Minna', 'Norma', 'Hermina', 'Minka']"
Zéta,"['1223', 'Viktória', 'Dagobert', 'Viki', 'Zéta', 'Zete', 'Niké']"
való,"['való', 'történő']"
Kapolcs,"['0929', 'Gábor', 'Mihály', 'Gabriella', 'Mikes', 'Ráfis', 'Rafael', 'Kapolcs', 'Gábriel']"
Hargita,"['0805', 'Mária', 'Krisztina', 'Ábel', 'Kriszta', 'Emőd', 'Krisztin', 'Manon', 'Páris', 'Áfra', 'Hófehérke', 'Afrodité', 'Hargita', 'Őzike', 'Oszvald', 'Zebulon']"
Román,"['1118', 'Péter', 'Jenő', 'Román', 'Ottó', 'Pető', 'Jolán', 'Noé', 'Odiló', 'Odó', 'Jónás']"
09-01,"['0511', 'Ferenc', 'Jakab', 'Fülöp', 'Jákó', 'Jakus', 'Mirandola', 'Izidor', 'Filip', 'Jákob', 'Mályva']"
09-02,['1']
így például,"['például', 'így', 'többek között', 'mint például', 'egyebek között', 'így például', 'egyebek közt', 'többek közt', 'pl']"
09-03,['1']
Mályva,"['1017', 'Margit', 'Rudolf', 'Salamon', 'Rezső', 'Salvador', 'Hédi', 'Ignác', 'Leó', 'Kont', 'Rolf', 'Alajos', 'Lionel', 'Zolna', 'Hedvig', 'Margitta', 'Leon', 'Margita', 'Mályva']"
09-04,"['0406', 'Vilmos', 'Dénes', 'Atlasz', 'Bíborka', 'Szellő', 'Dienes', 'Celesztin', 'Ruben', 'Balzsam', 'Taksony', 'Viliam', 'Bíbor']"
09-05,"['0528', 'Vilmos', 'Emil', 'Bod', 'Ágoston', 'Uránia', 'Csanád', 'Vilma', 'Karád', 'Agrippa', 'Karcsa', 'Kara', 'Germán', 'Elmira', 'Ágost', 'Viliam', 'Lucián']"
09-06,"['0625', 'Vilmos', 'Vilma', 'Violetta', 'Maxim', 'Viliam', 'Viola']"
Viliam,"['0705', 'Antal', 'Vilmos', 'Emese', 'Zoé', 'Zója', 'Sarolt', 'Antos', 'Anton', 'Sarolta', 'Toni', 'Metód', 'Viliam']"
tízezrelékjel,"['‱', 'százalékjel', 'ezrelékjel', 'tízezrelékjel']"
09-07,"['0107', 'Attila', 'Bálint', 'Etele', 'Ramóna', 'Valentin', 'Atilla', 'Artúr', 'Melánia', 'Rajmund', 'Lucián']"
09-08,['1']
Pentele,"['0727', 'György', 'Krisztián', 'Rudolf', 'Konstantin', 'Olga', 'Kamilla', 'Keresztély', 'Árvácska', 'Lilian', 'Pentele', 'Györke', 'Aurél', 'Celesztin', 'Rolf', 'Liliom', 'Hugó', 'Györe', 'Ajtony', 'Natasa', 'Lilien', 'Pantaleon', 'Natália', 'Bertold', 'Keresztes']"
09-09,['3']
Lucián,"['0528', 'Vilmos', 'Emil', 'Bod', 'Ágoston', 'Uránia', 'Csanád', 'Vilma', 'Karád', 'Agrippa', 'Karcsa', 'Kara', 'Germán', 'Elmira', 'Ágost', 'Viliam', 'Lucián']"
paraszt,"['termelő', 'termesztő', 'földműves', 'paraszt', 'őstermelő']"
szorzásjel,"['×', 'jel', 'szorzás', 'szorzásjel']"
Batu,"['1102', 'Viktor', 'Tóbiás', 'Bató', 'Achilles', 'Batu', 'Vitéz', 'Rátold']"
valószínű,"['várható', 'valószínű', 'valószínűsíthető', 'remélhető', 'számítás szerinti', 'előrelátható']"
Tomor,"['0725', 'Jakab', 'Kristóf', 'Talbot', 'Valencia', 'Talabér', 'Tomor', 'Valentin', 'Jákó', 'Talabor', 'Jakus', 'Szindbád', 'Timur', 'Valentina', 'Jákob']"
zrt.,"['zrt', 'cég', 'zártkörűen működő részvénytársaság']"
Donát,"['0807', 'Ibolya', 'Albert', 'Uránia', 'Kötöny', 'Ulrik', 'Áfra', 'Afrodité', 'Donát', 'Arabella', 'Donatella', 'Kajetán', 'Vénusz']"
mennyiség,"['szám', 'mennyiség', 'tömeg', 'méret']"
Géza,"['0806', 'Géza', 'Bettina', 'Berta', 'Csobánka', 'Csobán', 'Oktávia', 'Oktáv', 'Décse']"
Skolasztika,"['0210', 'Pál', 'Vilmos', 'Ella', 'Palmer', 'Skolasztika', 'Pósa', 'Pável', 'Viliam', 'Elvira']"
Cintia,"['1020', 'Irén', 'Kleopátra', 'Vitális', 'Saul', 'Gyoma', 'Cintia', 'Artúr', 'Citta', 'Iringó', 'Vendel', 'Hont']"
István,"['1226', 'István', 'Dénes', 'Előd', 'Stefán', 'Stefánia', 'Dienes', 'Stefi', 'Zuboly']"
Τ,"['τ', 'görög betű gyűjtőfogalom', 'Τ nagybetű', 'tau']"
Sólyom,"['0925', 'Miklós', 'Sólyom', 'Solymár', 'Kleofás', 'Rika', 'Kende', 'Nikol', 'Klió', 'Nikoletta', 'Eufrozina', 'Nikolett', 'Cézár', 'Kund']"
Sarolta,"['1104', 'Károly', 'Karolina', 'Vitális', 'Karola', 'Sarolta', 'Karel', 'Karla', 'Karolin', 'Mózes', 'Lina']"
Minerva,"['0823', 'Farkas', 'Fülöp', 'Rózsa', 'Bence', 'Minerva', 'Zágon', 'Rózsi', 'Zsadány', 'Zakeus', 'Kurd', 'Szidónia', 'Fajsz', 'Zdenka', 'Filip', 'Szidi']"
ellenére,"['képest', 'ellenére', 'viszonyítva', 'mérten']"
azt megelőzően,"['korábban', 'előbb', 'ezt megelőzően', 'azt megelőzően', 'előzően']"
Arad,"['0308', 'János', 'Zoltán', 'Csolt', 'Arad', 'Apolló', 'Beáta', 'Apollónia', 'Juliánusz', 'Kada', 'Szilvánusz', 'Aracs', 'Filemon', 'Julián', 'Apolka']"
09-10,['1']
09-11,['1']
09-12,['1']
Adonisz,"['0626', 'János', 'Pál', 'Morgan', 'Dózsa', 'Upor', 'Dakó', 'Adonisz', 'Kirill', 'Pósa', 'Adony', 'Pável', 'Pénelopé']"
09-13,"['0916', 'Kornél', 'Edit', 'Ditte', 'Ditta', 'Som', 'Jozafát', 'Eugénia', 'Gamáliel', 'Lúcia', 'Ciprián', 'Soma', 'Eufémia', 'Kornélia', 'Zseni', 'Ludmilla']"
09-14,"['0917', 'Róbert', 'Ildikó', 'Szófia', 'Zsófia', 'Galamb', 'Robin', 'Ariadné', 'Zsófi', 'Lambert', 'Ludmilla', 'Szofi']"
09-15,"['0308', 'János', 'Zoltán', 'Csolt', 'Arad', 'Apolló', 'Beáta', 'Apollónia', 'Juliánusz', 'Kada', 'Szilvánusz', 'Aracs', 'Filemon', 'Julián', 'Apolka']"
Hanka,"['0524', 'Mária', 'Simon', 'Eszter', 'Csepel', 'Szófia', 'Zsófia', 'Vince', 'Hanna', 'Jamina', 'Szimóna', 'Zsófi', 'Eliza', 'Hanka', 'Jana', 'Simeon', 'Sion', 'Szofi', 'Szimonetta']"
09-16,"['0629', 'Péter', 'Orbán', 'Pál', 'Judit', 'Pető', 'Aladár', 'Keve', 'Ditta', 'Beáta', 'Ulászló', 'Emmi', 'Emma', 'Petra', 'Szalóme', 'Pósa', 'Pável', 'Aliz', 'Petrina', 'Keszi', 'Alicia']"
09-17,"['1216', 'Tihamér', 'Alba', 'Özséb', 'Beáta', 'Aletta', 'Eta', 'Hófehérke', 'Aggeus', 'Etelka', 'Heidi']"
Beáta,"['1216', 'Tihamér', 'Alba', 'Özséb', 'Beáta', 'Aletta', 'Eta', 'Hófehérke', 'Aggeus', 'Etelka', 'Heidi']"
09-18,['6']
09-19,"['0108', 'Virág', 'Szörény', 'Ince', 'Tas', 'Zerind', 'Gyöngyvér', 'Jutocsa', 'Polla', 'Anasztáz', 'Jutas']"
nyíl,"['↓', 'nyíl gyűjtőfogalom', 'lefelé mutató nyíl']"
Anasztáz,"['1225', 'Nyeste', 'Eugénia', 'Kabos', 'Karácson', 'Anasztázia', 'Anasztáz', 'Zseni', 'Noel']"
Itala,"['0310', 'Ildikó', 'Etele', 'Nyeste', 'Emil', 'Káin', 'Kolozs', 'Kamilla', 'Valér', 'Atalanta', 'Ede', 'Kán', 'Kada', 'Ipoly', 'Édua', 'Kadosa', 'Itala', 'Melitta', 'Anasztázia', 'Anasztáz', 'Kadocsa', 'Kolos', 'Ében', 'Teofil']"
Lambert,"['0917', 'Róbert', 'Ildikó', 'Szófia', 'Zsófia', 'Galamb', 'Robin', 'Ariadné', 'Zsófi', 'Lambert', 'Ludmilla', 'Szofi']"
Kardos,"['0715', 'Roland', 'Henrik', 'Vladimír', 'Kardos', 'Örkény', 'Leonóra', 'Csege', 'Ladomér', 'Manuéla', 'Egon', 'Aurél', 'Barót', 'Hendrik', 'Bonaventúra', 'Orlandó', 'Stella']"
Március,"['0630', 'Pál', 'Március', 'Pósa', 'Pável', 'Apostol', 'Bese']"
Dalma,"['1205', 'Csaba', 'Ábel', 'Dalma', 'Csanád', 'Ciklámen', 'Vilma', 'Bacsó', 'Bács', 'Sába', 'Sebő']"
amellett,"['akár', 'még', 'sőt', 'ráadásul', 'amellett', 'mi több', 'azonfelül', 'azonkívül']"
Angéla,"['0721', 'Dániel', 'Ilona', 'Júlia', 'Danuta', 'Dana', 'Dános', 'Daniella', 'Angelina', 'Angéla', 'Ilma', 'Helén', 'Darrell', 'Léna', 'Lőrinc']"
scharfes S,"['ß', 'jel', 'scharfes', 'scharfes S']"
Buda,"['0519', 'Buda', 'Bernarda', 'Dukász', 'Káldor', 'Ivó', 'Tuzson', 'Vulkán', 'Celesztin', 'Milán', 'Milton', 'Alvin']"
Zobor,"['1119', 'Erzsébet', 'Bodor', 'Zobor', 'Csöre', 'Maxim', 'Béta', 'Örzse', 'Betsabé', 'Abda', 'Abbot']"
Irén,"['1020', 'Irén', 'Kleopátra', 'Vitális', 'Saul', 'Gyoma', 'Cintia', 'Artúr', 'Citta', 'Iringó', 'Vendel', 'Hont']"
Talabor,"['0725', 'Jakab', 'Kristóf', 'Talbot', 'Valencia', 'Talabér', 'Tomor', 'Valentin', 'Jákó', 'Talabor', 'Jakus', 'Szindbád', 'Timur', 'Valentina', 'Jákob']"
ügyvezető,"['vezető', 'elnök', 'ügyvezető', 'igazgató', 'cégvezető', 'menedzser', 'főnök', 'osztályvezető', 'tisztviselő', 'tisztségviselő', 'vállalatvezető', 'ügyintéző']"
Múzsa,"['0403', 'Buda', 'Richárd', 'Irén', 'Keresztély', 'Sükösd', 'Indira', 'Múzsa', 'Hóvirág', 'Iréne', 'Keresztes']"
plusz-mínusz,"['±', 'jel', 'pluszmínusz', 'pluszmínusz jel']"
föltéve,"['ha', 'amikor', 'amennyiben', 'feltéve', 'hogyha', 'föltéve']"
Emerencia,"['0123', 'János', 'Mária', 'Emese', 'Mirjam', 'Bertram', 'Janek', 'Mimi', 'Marinka', 'Milli', 'Marion', 'Zelma', 'Mariska', 'Masa', 'Emerencia', 'Alfonz', 'Mari', 'Rajmund', 'Miriam', 'Moira', 'Manyi']"
Barnabás,"['0611', 'Barnabás', 'Barna', 'Eta', 'Paula', 'Paulin', 'Etelka', 'Balló', 'Tulipán', 'Barabás']"
Gitta,"['1008', 'János', 'Semjén', 'Demeter', 'Bettina', 'Deme', 'Benita', 'Dömötör', 'Koppány', 'Birgit', 'Gitta', 'Magor', 'Brigitta', 'Etelka', 'Simeon', 'Szergiusz']"
Gilda,"['0901', 'Farkas', 'Gedeon', 'Egyed', 'Glenn', 'Júda', 'Noémi', 'Kende', 'Ignác', 'Tamara', 'Gilda', 'Kurd', 'Gida', 'Józsué', 'Gede', 'Zádor', 'Egon', 'Artúr', 'Fajsz', 'Bella', 'Józsa', 'Józsua', 'Gedő', 'Izabella', 'Kund']"
államközi,"['nemzetközi', 'államközi', 'internacionális']"
09-20,"['én', 'magam', 'jómagam']"
09-21,"['0924', 'Mária', 'Gellért', 'Mercédesz', 'Gerda']"
